District,Year,Crop,Season,Area_ha,Avg_Temperature_C,Total_Rainfall_mm,Humidity_pct,Soil_Type,Soil_pH,N_kg_per_ha,P_kg_per_ha,K_kg_per_ha,Irrigation_pct,Yield
AMRAVATI,2019,Jowar,Kharif,262.69,27.26,1042.2,51.83,Clay,7.55,93.9,34.9,17.6,25.9,2.3709
RATNAGIRI,2003,Bajra,Kharif,334.07,25.79,2239.0,74.88,Clay Loam,5.33,95.9,28.9,53.9,10.9,1.9019
KOLHAPUR,2013,Jowar,Rabi,958.84,24.74,1180.2,64.77,Clay Loam,6.37,109.0,57.3,51.0,48.8,2.8892
CHANDRAPUR,2022,Rice,Kharif,871.05,27.26,1237.2,59.02,Sandy Loam,7.1,114.6,53.4,23.1,18.4,4.5967
PUNE,2016,Bajra,Kharif,26372.13,27.55,551.2,61.74,Clay,6.25,116.8,44.3,48.2,45.0,1.7148
SANGLI,2011,Soyabean,Kharif,26765.12,23.61,759.1,61.54,Clay,5.73,101.1,24.6,41.2,50.6,2.2832
HINGOLI,2000,Bajra,Kharif,42310.83,28.69,699.9,48.48,Clay Loam,7.29,82.5,46.4,47.2,17.6,1.5963
PALGHAR,2004,Groundnut,Kharif,22948.72,29.53,1735.8,75.79,Laterite,5.63,103.8,42.0,41.1,17.9,1.828
AURANGABAD,2022,Jowar,Kharif,958.59,27.77,631.3,57.77,Clay,7.5,125.0,39.6,45.1,10.0,2.3859
AHMEDNAGAR,2003,Wheat,Rabi,73.3,26.6,522.6,59.95,Clay,6.43,74.5,47.6,40.1,32.2,1.7949
WASHIM,2008,Groundnut,Kharif,22424.2,29.21,712.9,49.18,Clay,6.99,96.4,47.6,55.0,23.9,1.8066
NANDED,2020,Sugarcane,Whole Year,467.87,27.62,450.6,57.63,Clay,7.89,84.3,37.2,30.8,21.3,91.1491
GADCHIROLI,2024,Gram,Rabi,758.21,30.98,1115.9,57.22,Loam,7.96,83.6,48.1,34.2,34.0,1.741
GONDIA,2008,Cotton(lint),Kharif,867.5,24.11,392.1,45.14,Clay,7.17,88.6,38.1,36.2,25.6,0.659
RAIGAD,2014,Cotton(lint),Kharif,759.8,28.97,1649.4,79.41,Laterite,5.76,86.7,28.8,26.2,18.8,0.7573
LATUR,2018,Sugarcane,Whole Year,252.87,28.83,297.9,36.55,Clay Loam,7.5,107.8,26.2,51.3,16.1,90.8479
NASHIK,2011,Soyabean,Kharif,33154.94,29.13,523.0,60.88,Clay,7.6,98.9,49.2,44.3,10.0,2.2145
PUNE,2003,Soyabean,Kharif,28646.24,25.72,1018.4,60.99,Loam,7.16,109.3,41.3,14.7,40.7,2.1265
GADCHIROLI,2005,Groundnut,Kharif,51.77,28.08,1256.2,61.51,Clay,6.33,107.3,53.5,31.1,13.6,2.1172
PALGHAR,2012,Bajra,Kharif,11078.88,25.9,1481.3,77.97,Laterite,5.56,71.3,34.5,29.8,21.6,1.6346
BHANDARA,2022,Sugarcane,Whole Year,3286.25,29.17,729.6,64.41,Loam,6.91,113.9,57.2,33.4,37.1,117.0722
AURANGABAD,2006,Groundnut,Kharif,34497.16,28.09,542.0,57.35,Clay,7.75,96.4,37.1,25.0,22.4,1.1322
BULDHANA,2021,Cotton(lint),Kharif,5131.55,29.53,1162.8,53.05,Loam,7.53,129.9,30.0,16.3,26.7,0.8964
KOLHAPUR,2013,Onion,Rabi,509.74,27.43,847.9,60.79,Clay,6.34,126.4,58.7,46.7,35.8,16.6049
SANGLI,2013,Groundnut,Kharif,1969.77,25.41,863.9,61.67,Clay,7.11,120.2,53.3,41.0,26.3,2.1244
AURANGABAD,2018,Groundnut,Kharif,14580.17,28.88,743.1,65.56,Clay,7.25,89.9,33.1,47.5,23.3,1.8415
NAGPUR,2003,Sugarcane,Whole Year,15350.32,28.91,1280.3,52.73,Clay,6.77,113.0,46.4,47.3,11.7,103.8784
AMRAVATI,2002,Soyabean,Kharif,84718.9,24.09,436.1,55.91,Loam,7.31,89.3,49.3,37.1,29.7,1.7919
YAVATMAL,2008,Gram,Rabi,74.55,29.94,885.9,53.77,Clay,6.59,118.0,58.9,19.3,19.3,1.0261
AMRAVATI,2022,Jowar,Kharif,7445.82,27.95,661.7,57.4,Loam,7.19,94.4,34.9,18.6,39.7,2.338
JALGAON,2011,Onion,Kharif,1379.89,26.07,623.1,35.65,Clay,6.41,88.8,39.8,46.9,17.5,14.0251
NANDED,2007,Rice,Kharif,12315.06,32.83,685.6,62.08,Clay,7.41,81.9,38.5,22.4,10.0,3.6189
WASHIM,2022,Bajra,Kharif,372.43,26.58,1145.5,52.1,Clay,6.26,83.1,36.0,21.0,10.0,1.7057
WASHIM,2005,Soyabean,Kharif,4385.64,26.33,570.2,57.2,Sandy Loam,6.77,132.6,20.1,43.2,21.0,1.259
LATUR,2023,Wheat,Rabi,7007.14,28.01,516.7,42.88,Clay,7.28,86.4,37.5,40.0,23.2,2.4803
RAIGAD,2004,Groundnut,Kharif,14777.9,25.52,1718.0,69.81,Laterite,5.51,87.3,22.2,17.5,17.2,2.2925
SATARA,2012,Wheat,Rabi,2938.57,25.18,540.8,59.66,Loam,6.53,107.3,60.0,43.1,33.8,2.6793
NASHIK,2015,Bajra,Kharif,125.73,29.16,411.0,76.09,Loam,7.46,119.6,55.7,44.9,55.7,2.0919
LATUR,2006,Sugarcane,Whole Year,13478.75,25.91,300.4,42.25,Clay Loam,7.21,129.8,33.8,27.3,27.9,86.0427
AMRAVATI,2019,Sugarcane,Whole Year,2204.6,28.78,1299.0,56.88,Sandy Loam,6.58,111.7,17.1,25.5,22.0,84.4006
AHMEDNAGAR,2014,Rice,Kharif,46645.26,26.01,515.8,53.89,Clay,7.92,103.8,37.8,50.6,18.1,3.1982
AHMEDNAGAR,2014,Wheat,Rabi,5260.54,27.45,574.8,55.84,Clay Loam,6.95,145.7,48.1,37.6,32.0,2.8729
AURANGABAD,2001,Sugarcane,Whole Year,261.55,29.59,843.0,59.45,Clay,7.37,140.0,45.0,31.5,17.0,93.3826
RAIGAD,2020,Cotton(lint),Kharif,1720.58,28.23,2358.2,76.77,Laterite,5.35,94.2,15.3,44.6,26.0,0.9
SINDHUDURG,2009,Jowar,Kharif,914.73,23.29,1187.5,82.3,Laterite,5.79,95.5,14.0,38.5,27.3,2.509
AURANGABAD,2017,Rice,Kharif,85.34,29.53,368.2,50.11,Clay Loam,7.85,86.4,36.2,50.3,21.8,4.6272
RATNAGIRI,2009,Cotton(lint),Kharif,119066.6,24.56,1700.9,84.66,Sandy Loam,5.53,90.9,27.6,34.1,36.0,0.9
PALGHAR,2008,Rice,Kharif,241.94,27.43,2249.9,94.07,Laterite,6.03,78.8,35.6,27.9,15.7,5.0632
HINGOLI,2000,Wheat,Rabi,7251.15,29.17,497.5,54.3,Clay,7.05,82.5,46.4,42.8,12.0,1.1727
WARDHA,2001,Rice,Kharif,4191.45,23.44,1247.7,68.62,Loam,7.92,74.6,44.9,33.2,11.3,3.8188
NANDED,2006,Gram,Rabi,450.08,29.28,389.4,53.62,Clay Loam,7.85,103.4,37.4,35.9,10.0,0.9792
THANE,2014,Bajra,Kharif,207.61,28.45,2359.6,95.0,Clay Loam,5.69,71.9,21.4,44.2,21.3,1.7856
SANGLI,2020,Gram,Rabi,14586.15,25.44,471.4,65.61,Loam,7.56,115.1,47.6,53.2,50.4,1.2687
MUMBAI,2024,Bajra,Kharif,86.67,26.56,2029.2,78.91,Laterite,5.57,57.1,24.0,43.4,21.5,2.0517
BHANDARA,2008,Bajra,Kharif,5756.57,27.22,743.9,61.52,Clay,7.13,112.7,33.6,23.9,26.8,1.6473
GADCHIROLI,2005,Groundnut,Kharif,295.35,26.42,963.3,63.1,Clay,6.93,117.7,39.4,42.8,15.7,1.7546
AKOLA,2005,Wheat,Rabi,2844.32,30.23,1072.3,54.92,Clay,6.71,85.0,41.6,35.0,10.0,1.8402
OSMANABAD,2013,Gram,Rabi,1154.51,31.22,774.6,37.58,Clay,7.06,100.8,55.7,49.5,25.1,1.2147
YAVATMAL,2002,Cotton(lint),Kharif,9227.75,27.27,1306.6,57.51,Clay,7.68,129.2,52.5,42.3,17.7,0.7674
GADCHIROLI,2009,Gram,Rabi,69.28,29.94,1035.9,63.18,Sandy Loam,6.67,112.8,43.9,45.5,13.0,0.9321
LATUR,2010,Soyabean,Kharif,38223.74,28.59,643.3,50.14,Clay,7.69,81.7,27.2,25.8,24.7,2.1414
AMRAVATI,2011,Wheat,Rabi,450.36,26.44,1017.1,61.43,Loam,6.64,94.0,50.1,45.7,28.1,2.4156
MUMBAI,2015,Onion,Kharif,87.65,25.65,2065.0,69.98,Sandy Loam,5.75,79.0,32.4,48.4,24.9,22.9066
SANGLI,2021,Bajra,Kharif,56.67,25.8,659.8,69.63,Clay,6.71,141.8,51.6,50.5,46.5,1.8173
AURANGABAD,2001,Jowar,Rabi,17388.23,28.39,637.6,44.78,Clay,7.9,97.1,40.6,40.3,15.5,2.4487
AURANGABAD,2019,Cotton(lint),Kharif,271.77,28.39,510.0,43.29,Clay,7.42,104.2,46.7,36.3,18.9,0.792
PALGHAR,2023,Sugarcane,Whole Year,11799.89,27.81,1322.7,72.75,Laterite,5.41,69.6,21.0,20.3,28.9,90.4572
LATUR,2012,Cotton(lint),Kharif,7014.69,28.27,517.2,46.67,Clay Loam,7.41,87.7,38.3,37.2,14.9,0.7234
OSMANABAD,2009,Rice,Kharif,1228.99,30.15,683.6,41.35,Clay Loam,7.51,73.2,44.6,32.6,18.6,3.6029
RATNAGIRI,2022,Groundnut,Kharif,175.97,28.74,1673.8,76.44,Laterite,5.64,67.0,29.2,22.2,39.8,2.1542
DHULE,2004,Gram,Rabi,920.32,27.78,525.7,62.96,Clay Loam,6.42,142.3,45.9,32.6,22.9,1.1451
RAIGAD,2017,Bajra,Kharif,226.29,25.97,2104.6,75.71,Sandy Loam,5.48,69.7,17.8,39.3,19.8,1.4599
SATARA,2008,Cotton(lint),Kharif,317.93,24.49,466.9,57.79,Clay Loam,6.86,99.9,39.7,36.4,51.6,0.607
SINDHUDURG,2010,Bajra,Kharif,42719.3,27.69,2028.4,83.6,Sandy Loam,4.79,78.1,32.0,37.8,28.8,1.8348
PARBHANI,2011,Onion,Kharif,29.23,25.44,554.9,42.17,Clay,7.8,90.4,41.9,35.6,22.0,13.8908
NAGPUR,2001,Gram,Rabi,276.01,29.48,644.0,52.4,Clay,7.45,123.8,38.9,30.3,17.1,1.2007
LATUR,2015,Groundnut,Kharif,5690.61,29.34,181.9,54.27,Clay Loam,7.94,96.4,43.5,39.7,10.0,1.8032
BHANDARA,2012,Rice,Kharif,1461.5,27.47,534.7,54.46,Clay,7.05,95.6,45.6,32.2,26.6,3.2335
WASHIM,2022,Cotton(lint),Kharif,1020.76,25.3,642.4,63.69,Clay,7.05,127.7,29.0,42.2,12.6,0.8392
OSMANABAD,2012,Onion,Rabi,33.72,29.71,591.5,51.76,Clay,7.61,100.7,38.6,47.2,21.1,19.3981
NANDED,2010,Wheat,Rabi,1143.43,28.91,727.3,49.56,Clay,7.9,107.0,34.6,45.9,19.9,1.7259
DHULE,2016,Gram,Rabi,10245.37,25.36,396.4,52.28,Clay,7.08,109.6,44.9,48.4,30.7,1.2985
PALGHAR,2017,Soyabean,Kharif,2171.49,27.27,2319.2,85.14,Clay Loam,6.31,67.5,15.6,22.1,32.5,3.2017
WASHIM,2019,Sugarcane,Whole Year,470.75,27.45,741.7,68.37,Sandy Loam,7.99,100.2,35.4,31.6,10.0,89.738
YAVATMAL,2009,Groundnut,Kharif,1292.48,29.13,1041.2,66.41,Clay,7.44,77.8,49.6,22.6,33.7,1.8051
BHANDARA,2014,Jowar,Kharif,2580.33,26.49,583.2,65.65,Clay,6.48,87.3,33.6,49.7,14.3,2.1196
THANE,2004,Onion,Rabi,473.96,28.99,1999.8,67.46,Laterite,6.02,51.9,24.1,35.2,21.5,17.3892
MUMBAI,2015,Cotton(lint),Kharif,157912.33,26.43,2343.8,79.49,Sandy Loam,5.55,67.1,26.9,42.0,20.7,0.7219
NAGPUR,2009,Gram,Rabi,3590.51,27.41,817.1,52.73,Clay,6.78,71.4,48.0,37.7,33.9,0.9611
JALGAON,2020,Onion,Rabi,68.41,24.44,426.3,56.63,Clay Loam,7.05,114.0,60.0,42.9,33.1,15.0286
SANGLI,2008,Onion,Kharif,7217.33,24.32,833.8,59.04,Clay,6.8,131.9,59.2,36.3,39.1,18.6713
LATUR,2001,Jowar,Rabi,4450.79,27.98,489.3,54.64,Clay,7.6,91.0,49.8,39.8,10.0,1.8961
NANDED,2008,Bajra,Kharif,546.02,28.77,669.1,48.77,Clay,7.6,109.4,23.0,47.6,20.5,1.5698
SANGLI,2003,Soyabean,Kharif,30271.52,24.01,549.0,56.59,Clay Loam,6.99,119.9,41.8,32.6,34.7,2.075
RATNAGIRI,2012,Wheat,Rabi,17043.32,25.49,2354.8,78.26,Laterite,5.71,81.8,30.6,18.6,18.3,1.8062
SOLAPUR,2010,Bajra,Kharif,1633.19,27.68,554.8,61.13,Clay Loam,6.78,133.5,60.0,35.7,49.8,1.7725
WASHIM,2003,Jowar,Kharif,3441.11,26.99,869.5,58.12,Loam,7.66,133.8,55.0,53.1,30.1,2.9397
WARDHA,2012,Onion,Rabi,341.1,29.17,555.5,42.7,Clay,6.46,94.0,20.2,45.2,24.8,17.4656
JALGAON,2009,Bajra,Kharif,74.73,25.46,471.4,50.33,Clay,7.88,102.7,49.9,41.5,36.3,1.4535
WARDHA,2001,Rice,Kharif,9919.83,29.09,823.0,51.62,Clay,6.73,90.5,45.2,32.5,10.0,3.3511
PALGHAR,2022,Gram,Rabi,1910.46,27.64,2921.5,84.69,Laterite,6.0,61.0,35.8,36.0,20.3,1.5235
AURANGABAD,2000,Bajra,Kharif,42833.09,29.09,560.0,45.41,Clay,7.71,131.8,53.2,55.0,12.0,1.6577
AURANGABAD,2013,Onion,Kharif,18973.33,28.51,597.5,50.79,Clay Loam,7.65,96.7,47.0,27.8,23.8,21.0778
MUMBAI,2024,Sugarcane,Whole Year,42101.17,28.1,1929.8,75.61,Sandy Loam,5.56,79.2,31.6,37.2,18.3,105.799
LATUR,2009,Soyabean,Kharif,731.53,30.74,372.2,58.28,Clay,7.56,106.4,47.7,46.0,23.9,2.5643
RAIGAD,2003,Soyabean,Kharif,350.86,27.52,2070.7,80.17,Laterite,5.36,105.7,17.0,25.6,37.9,3.3529
BEED,2021,Groundnut,Kharif,628.65,30.55,598.6,56.61,Clay,7.84,97.2,28.7,43.2,20.2,1.6352
PUNE,2021,Rice,Kharif,4303.07,27.14,878.5,65.16,Clay Loam,6.24,122.8,45.4,53.6,46.5,4.7087
JALGAON,2001,Wheat,Rabi,599.92,26.18,617.3,62.05,Clay,7.91,81.7,41.5,43.6,30.7,2.0287
BHANDARA,2001,Soyabean,Kharif,634.91,26.43,496.9,56.7,Clay,7.97,95.2,53.9,44.3,16.1,1.8891
PUNE,2000,Rice,Kharif,3582.71,24.83,427.2,51.11,Loam,7.85,105.5,48.2,21.8,36.9,3.1854
BULDHANA,2020,Bajra,Kharif,184.83,26.4,1323.8,61.97,Loam,7.12,103.7,43.9,48.0,14.0,1.8963
BEED,2008,Soyabean,Kharif,594.92,27.0,585.3,47.1,Clay Loam,7.43,113.4,39.2,34.2,18.5,2.1982
PUNE,2024,Jowar,Kharif,200.08,23.57,827.9,57.15,Clay Loam,7.03,113.1,60.0,46.1,42.3,3.0537
PUNE,2006,Soyabean,Kharif,52009.03,23.46,1068.3,59.56,Clay,6.69,125.5,40.1,45.5,38.0,2.4684
JALGAON,2021,Gram,Rabi,141.96,25.7,831.2,52.77,Clay Loam,7.0,114.5,58.3,52.3,45.2,1.6256
AHMEDNAGAR,2023,Groundnut,Kharif,26425.87,24.37,493.5,61.78,Clay,7.58,118.0,50.9,51.9,27.8,1.8504
OSMANABAD,2016,Wheat,Rabi,1622.54,30.45,399.9,36.33,Clay,7.2,112.6,55.9,48.6,13.8,2.1068
OSMANABAD,2021,Sugarcane,Whole Year,52838.09,27.56,536.8,55.4,Clay,6.83,93.0,45.1,24.3,29.4,90.5709
SINDHUDURG,2013,Jowar,Rabi,1129.55,26.97,2198.1,82.99,Laterite,5.16,74.1,26.1,30.1,17.9,2.6604
WARDHA,2011,Gram,Rabi,99.1,25.58,956.7,67.78,Loam,7.18,89.0,57.7,41.9,20.8,1.1401
SOLAPUR,2024,Groundnut,Kharif,8400.52,23.71,455.7,65.55,Clay,8.03,119.2,55.8,55.0,34.5,2.0574
RAIGAD,2012,Jowar,Rabi,7574.86,25.11,1791.1,86.93,Laterite,5.61,70.6,28.3,20.3,28.1,2.4582
MUMBAI,2024,Cotton(lint),Kharif,3380.04,28.11,2170.2,81.96,Laterite,5.73,64.9,21.6,37.3,18.3,0.9
WARDHA,2024,Groundnut,Kharif,436.36,27.33,1163.9,61.83,Loam,6.5,106.6,43.9,28.7,23.9,2.3168
DHULE,2008,Bajra,Kharif,84.02,27.55,617.6,49.62,Clay,7.66,128.3,49.5,47.4,17.9,1.5261
NAGPUR,2024,Groundnut,Kharif,4057.69,29.61,807.3,58.29,Clay,7.3,82.4,44.3,37.0,34.8,2.4216
GADCHIROLI,2013,Rice,Kharif,668.19,29.96,788.2,64.99,Loam,6.47,122.1,52.8,41.0,28.2,4.3064
KOLHAPUR,2024,Rice,Kharif,17659.16,28.8,967.6,59.01,Clay,6.4,120.5,31.3,37.9,13.5,4.4157
NANDURBAR,2008,Cotton(lint),Kharif,622.81,25.57,371.5,50.26,Clay,7.79,127.7,46.9,36.1,21.9,0.8324
KOLHAPUR,2010,Bajra,Kharif,2581.52,24.94,733.2,61.25,Clay Loam,6.61,78.5,44.1,33.7,65.9,1.7418
HINGOLI,2018,Wheat,Rabi,174.84,27.36,470.6,56.18,Clay Loam,7.37,93.2,59.9,28.2,23.9,2.3791
LATUR,2013,Jowar,Kharif,1125.99,26.94,630.8,49.44,Clay,7.93,104.4,30.4,32.1,18.0,2.271
GONDIA,2023,Gram,Rabi,1418.25,28.9,880.8,57.68,Clay,7.09,111.7,41.6,33.2,38.5,1.2403
PARBHANI,2024,Sugarcane,Whole Year,1241.07,31.29,388.8,52.88,Clay,7.36,84.3,48.6,50.3,17.9,93.7554
THANE,2019,Onion,Kharif,448.73,24.91,2172.3,83.2,Sandy Loam,4.96,71.7,26.4,41.2,31.2,16.5799
AURANGABAD,2014,Gram,Rabi,38638.58,29.6,600.0,47.75,Clay Loam,7.44,83.7,35.8,36.7,23.2,1.3468
DHULE,2012,Jowar,Rabi,26664.93,28.97,533.9,55.72,Clay,7.34,103.0,42.3,38.8,18.6,2.3892
RATNAGIRI,2022,Gram,Rabi,47713.49,28.74,2235.5,80.88,Clay Loam,5.62,65.2,26.9,45.1,25.4,1.3676
PUNE,2000,Groundnut,Kharif,1170.72,25.54,826.4,56.26,Loam,6.37,93.2,37.6,33.2,46.8,1.5058
SATARA,2007,Onion,Rabi,3287.03,25.29,656.8,60.45,Clay,6.72,86.6,41.6,41.0,28.1,16.1144
LATUR,2024,Gram,Rabi,774.19,30.12,526.1,48.48,Clay,7.39,85.8,42.5,37.1,12.5,1.1958
NANDED,2017,Sugarcane,Whole Year,27204.57,27.72,473.1,60.12,Clay,7.04,108.2,39.0,29.7,19.6,83.1009
PUNE,2022,Soyabean,Kharif,170.44,23.81,956.7,59.86,Clay,7.39,112.6,38.6,43.8,39.0,2.7609
NASHIK,2017,Cotton(lint),Kharif,7646.87,25.71,502.1,42.32,Loam,7.55,112.3,45.7,33.0,31.1,0.8949
GONDIA,2024,Sugarcane,Whole Year,4434.02,28.01,753.4,57.87,Clay,7.09,118.3,23.5,33.3,22.2,85.3583
JALGAON,2017,Gram,Rabi,20894.42,24.6,769.1,49.49,Clay Loam,7.44,139.4,49.9,36.7,36.3,1.5834
GADCHIROLI,2012,Wheat,Rabi,207.96,28.37,1099.2,62.36,Clay,6.63,108.2,40.4,43.5,10.0,2.2955
BEED,2015,Jowar,Kharif,208.0,29.07,519.8,50.06,Clay,7.29,105.3,45.8,31.8,13.7,1.9674
SOLAPUR,2024,Groundnut,Kharif,1180.58,25.43,1037.3,64.0,Clay,7.7,104.8,55.5,45.8,36.5,2.5766
THANE,2001,Onion,Rabi,158.5,27.73,2253.4,70.12,Sandy Loam,5.48,87.0,21.4,21.4,28.0,17.3795
AKOLA,2022,Gram,Rabi,218.59,25.64,705.9,62.64,Clay,6.8,94.4,31.4,23.9,23.2,1.0093
HINGOLI,2001,Bajra,Kharif,438.99,28.4,341.3,37.48,Clay,7.84,110.8,48.0,36.4,15.9,1.6289
HINGOLI,2017,Wheat,Rabi,218.42,28.04,405.0,54.15,Clay Loam,8.01,90.1,30.6,34.2,27.8,2.7313
MUMBAI,2003,Gram,Rabi,373.12,27.97,2666.8,65.66,Laterite,5.41,64.9,28.7,38.9,28.6,1.2443
AKOLA,2002,Groundnut,Kharif,99.01,27.73,837.4,53.67,Loam,6.91,108.4,27.9,35.2,32.1,1.7553
MUMBAI,2008,Jowar,Rabi,31878.55,25.35,2342.3,77.56,Sandy Loam,5.76,71.6,24.0,43.6,34.9,2.3721
BULDHANA,2014,Soyabean,Kharif,27932.85,30.07,1239.6,55.21,Loam,7.33,102.0,36.7,46.4,22.0,2.8074
LATUR,2001,Wheat,Rabi,26421.85,29.3,618.8,54.05,Clay,7.5,86.2,31.7,55.0,17.1,1.5924
OSMANABAD,2004,Bajra,Kharif,535.82,28.95,893.0,35.32,Clay,7.84,90.6,45.4,35.4,23.1,1.8928
NAGPUR,2015,Onion,Kharif,11639.08,28.26,953.4,53.8,Loam,7.38,109.4,40.9,31.6,31.3,18.0826
KOLHAPUR,2008,Jowar,Kharif,1085.93,27.1,638.0,68.65,Clay Loam,7.04,140.5,55.7,43.1,22.8,2.4316
NAGPUR,2001,Cotton(lint),Kharif,67460.91,27.43,653.0,55.3,Loam,6.54,121.0,49.4,29.8,28.1,0.686
LATUR,2024,Sugarcane,Whole Year,418.28,30.57,571.1,54.46,Clay,7.68,108.1,40.8,55.0,11.6,98.6936
KOLHAPUR,2015,Onion,Kharif,717.55,24.01,400.5,53.75,Clay Loam,6.55,149.0,29.7,32.2,53.0,18.0346
SOLAPUR,2016,Rice,Kharif,186.35,25.39,1035.9,60.75,Loam,7.78,133.0,45.6,26.5,54.7,4.9731
JALNA,2017,Rice,Kharif,42853.98,26.31,781.5,41.14,Clay,7.99,142.3,31.2,41.5,36.4,4.0528
NANDURBAR,2011,Bajra,Kharif,74.37,24.77,206.9,54.8,Clay,7.54,125.1,54.5,37.4,17.1,1.6106
AKOLA,2000,Wheat,Rabi,1214.06,24.39,916.7,56.85,Sandy Loam,6.97,97.2,24.5,22.5,27.8,2.0874
OSMANABAD,2001,Gram,Rabi,5069.04,29.16,600.3,46.53,Clay,7.77,112.8,34.4,36.1,19.0,0.8813
YAVATMAL,2016,Groundnut,Kharif,3168.23,28.31,983.7,66.42,Sandy Loam,7.1,120.4,33.6,20.7,15.9,2.2553
NASHIK,2003,Onion,Kharif,1992.25,26.88,409.4,64.67,Loam,6.83,98.5,50.6,48.3,28.4,16.0829
LATUR,2024,Jowar,Kharif,661.74,27.31,105.9,48.77,Clay,7.92,75.5,35.0,41.3,18.8,2.4357
LATUR,2020,Onion,Kharif,732.1,29.12,299.7,56.88,Clay,7.76,93.3,25.2,36.9,15.4,17.3431
DHULE,2002,Cotton(lint),Kharif,1601.09,29.65,933.7,68.99,Clay,6.39,92.6,48.8,47.4,24.7,0.6477
MUMBAI,2018,Soyabean,Kharif,956.14,22.98,2094.2,75.29,Sandy Loam,5.55,59.7,26.2,38.5,22.6,3.0039
THANE,2004,Groundnut,Kharif,100.56,24.67,1917.6,81.34,Laterite,5.53,75.4,30.6,46.3,23.5,1.852
SINDHUDURG,2022,Groundnut,Kharif,8657.51,26.99,2156.1,79.16,Laterite,4.88,86.1,26.6,31.3,26.6,2.4943
NASHIK,2023,Soyabean,Kharif,1728.98,27.2,628.0,59.02,Loam,7.28,114.9,35.6,44.0,29.5,2.5222
WARDHA,2000,Rice,Kharif,3183.08,27.07,959.8,54.93,Clay,6.71,100.6,56.5,27.3,21.6,4.132
BEED,2017,Sugarcane,Whole Year,1791.38,28.76,485.9,43.23,Clay Loam,7.59,100.2,37.0,40.7,22.7,92.5132
RATNAGIRI,2021,Cotton(lint),Kharif,19822.78,28.64,2315.0,85.8,Laterite,5.4,66.2,12.9,37.9,24.4,0.8803
SANGLI,2021,Jowar,Kharif,264.17,26.85,1105.1,54.23,Clay,7.19,110.4,60.0,18.1,42.9,3.0908
GONDIA,2003,Onion,Rabi,617.63,27.32,937.5,58.16,Clay,6.68,135.1,38.7,32.4,16.0,14.2625
CHANDRAPUR,2012,Groundnut,Kharif,2797.65,28.43,727.3,51.8,Loam,6.9,77.8,53.3,32.4,10.0,1.9734
PALGHAR,2018,Sugarcane,Whole Year,4733.24,29.31,2183.6,79.93,Laterite,6.09,96.9,19.6,26.0,25.5,103.1371
SOLAPUR,2011,Rice,Kharif,19526.33,27.11,762.4,62.9,Loam,6.54,138.8,44.6,36.3,48.3,4.3541
YAVATMAL,2022,Bajra,Kharif,22910.33,26.46,1054.9,68.62,Clay,6.58,110.0,41.1,22.5,29.3,1.6442
WARDHA,2019,Rice,Kharif,68.03,27.99,572.6,56.84,Clay,7.19,110.1,38.6,30.9,10.6,3.5795
GONDIA,2002,Jowar,Kharif,456.36,29.14,972.6,58.24,Loam,7.09,117.4,35.2,32.9,19.6,2.4796
NANDED,2022,Bajra,Kharif,249.05,28.79,885.1,47.05,Clay,7.21,101.2,35.8,34.0,21.5,1.8242
JALNA,2020,Wheat,Rabi,9919.87,29.26,543.0,40.18,Clay Loam,7.51,104.6,49.1,36.4,22.0,2.8854
GONDIA,2012,Soyabean,Kharif,2247.7,26.18,949.4,58.01,Loam,6.75,136.4,43.7,46.5,10.0,2.3661
NANDURBAR,2024,Jowar,Kharif,577.94,27.91,672.1,55.6,Clay Loam,7.49,112.9,60.0,44.7,29.9,2.9437
AHMEDNAGAR,2018,Onion,Kharif,4585.81,27.91,260.4,61.89,Clay,6.69,90.2,45.7,48.8,24.7,20.0282
KOLHAPUR,2017,Onion,Rabi,12590.44,28.08,836.5,51.52,Clay Loam,5.73,131.5,60.0,43.1,60.9,24.3385
SOLAPUR,2010,Soyabean,Kharif,10014.0,26.52,1300.1,58.8,Clay,5.74,135.2,43.2,55.0,49.6,2.7763
DHULE,2014,Rice,Kharif,2401.62,26.81,460.3,57.13,Clay Loam,7.05,93.0,58.9,47.5,39.9,3.6924
YAVATMAL,2008,Sugarcane,Whole Year,903.03,25.84,576.3,50.1,Sandy Loam,7.12,121.9,46.7,18.8,10.6,101.9859
WARDHA,2017,Onion,Kharif,218.32,28.76,1189.6,57.8,Loam,7.17,93.5,29.2,38.5,23.3,19.5288
DHULE,2019,Sugarcane,Whole Year,751.4,26.01,716.0,52.29,Clay,7.17,128.3,54.5,40.3,23.2,88.5314
NANDED,2019,Jowar,Rabi,1528.34,27.24,521.2,42.85,Clay Loam,7.4,124.2,46.3,41.5,10.0,2.5942
NANDED,2014,Wheat,Rabi,79.69,28.19,771.5,46.25,Clay,7.63,111.5,54.2,41.6,13.7,2.698
NAGPUR,2024,Wheat,Rabi,72.24,29.54,991.3,56.7,Clay,6.84,127.4,31.5,31.4,28.4,2.6672
JALGAON,2024,Sugarcane,Whole Year,24573.99,29.23,645.2,59.39,Loam,6.25,132.1,60.0,38.9,35.4,107.8102
JALGAON,2008,Sugarcane,Whole Year,2759.0,28.05,739.0,48.5,Clay,7.19,133.1,53.5,38.3,26.0,95.3842
AHMEDNAGAR,2019,Bajra,Kharif,535.37,26.82,519.7,40.82,Clay,7.26,107.0,48.5,34.2,10.0,1.6869
